,User,Card,Year,Month,Day,Time,Amount,Use Chip,Merchant Name,Merchant City,Merchant State,Zip,MCC,Fraud,Errors_Bad CVV,Errors_Bad Card Number,Errors_Bad Expiration,Errors_Bad PIN,"Errors_Bad PIN,Insufficient Balance","Errors_Bad PIN,Technical Glitch",Errors_Insufficient Balance,Errors_Technical Glitch,latitude,longitude
25,0,0,2002,9,15,6:18,126.29,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
26,0,0,2002,9,15,6:55,40.81,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
27,0,0,2002,9,16,6:00,115.34,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
28,0,0,2002,9,16,6:45,44.25,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
29,0,0,2002,9,17,6:09,120.19,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,1,0,34.1008426,-117.7678355
30,0,0,2002,9,17,6:24,159.72,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
31,0,0,2002,9,18,6:19,128.85,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
32,0,0,2002,9,18,20:01,92.3,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
33,0,0,2002,9,19,6:25,168.11,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
34,0,0,2002,9,19,9:42,53.09,2,4.06E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
35,0,0,2002,9,20,6:01,104.77,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,1,0,34.1008426,-117.7678355
36,0,0,2002,9,20,6:17,119.69,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
37,0,0,2002,9,22,6:50,47.51,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
38,0,0,2002,9,22,9:29,51.98,2,4.06E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
39,0,0,2002,9,22,9:37,82.9,2,3.95E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
40,0,0,2002,9,23,6:01,134.89,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
41,0,0,2002,9,23,6:46,35.28,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
42,0,0,2002,9,23,20:26,80.65,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
43,0,0,2002,9,24,6:07,112.67,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
44,0,0,2002,9,25,6:19,162.26,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
45,0,0,2002,9,25,13:01,55.76,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
46,0,0,2002,9,25,13:10,100,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
47,0,0,2002,9,25,13:14,-100,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
48,0,0,2002,9,26,6:25,93.37,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
49,0,0,2002,9,27,8:01,23.18,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
50,0,0,2002,9,27,9:42,57.64,2,4.06E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
51,0,0,2002,9,28,5:36,78.46,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
52,0,0,2002,9,28,6:23,141.7,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
53,0,0,2002,9,28,9:32,55.41,2,4.06E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
54,0,0,2002,9,28,13:13,153.36,2,7.95E+18,La Verne,CA,91750,4900,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
55,0,0,2002,9,29,6:06,119.61,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,1,0,34.1008426,-117.7678355
56,0,0,2002,9,29,6:22,120.25,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,1,0,34.1008426,-117.7678355
57,0,0,2002,9,29,6:33,40.58,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
58,0,0,2002,9,30,6:57,38.13,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
59,0,0,2002,9,30,20:07,80.05,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
60,0,0,2002,10,1,6:15,119.73,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
61,0,0,2002,10,1,11:34,34.89,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
62,0,0,2002,10,3,5:59,46.46,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
63,0,0,2002,10,4,6:20,114.87,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
64,0,0,2002,10,5,9:34,53.13,2,-3.35E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
65,0,0,2002,10,5,10:38,16.87,2,9.14E+18,La Verne,CA,91750,7210,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
66,0,0,2002,10,7,6:24,133.96,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
67,0,0,2002,10,8,6:26,154.7,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
68,0,0,2002,10,8,8:24,27.22,2,5.45E+18,La Verne,CA,91750,5193,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
69,0,0,2002,10,10,6:24,142.06,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
70,0,0,2002,10,11,5:52,172.67,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
71,0,0,2002,10,11,6:08,159.46,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
72,0,0,2002,10,11,20:00,87.47,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
73,0,0,2002,10,12,6:29,168.96,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
74,0,0,2002,10,13,6:21,135.41,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
75,0,0,2002,10,13,6:33,30,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
76,0,0,2002,10,13,13:00,58.62,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
77,0,0,2002,10,13,13:15,-99,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
78,0,0,2002,10,13,13:17,99,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
79,0,0,2002,10,14,6:12,100.75,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
80,0,0,2002,10,16,20:01,521.24,2,-8.12E+17,La Verne,CA,91750,6300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
81,0,0,2002,10,17,6:09,114.05,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
82,0,0,2002,10,18,6:12,91.1,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
83,0,0,2002,10,18,11:32,1.84,2,6.67E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
84,0,0,2002,10,19,6:29,130.22,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
85,0,0,2002,10,19,6:47,24.02,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
86,0,0,2002,10,20,6:46,41.02,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
87,0,0,2002,10,21,6:47,43.69,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
88,0,0,2002,10,22,6:07,164.49,2,1.91E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
89,0,0,2002,10,23,6:00,201.62,2,1.91E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
90,0,0,2002,10,23,9:32,17.82,2,-3.35E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
91,0,0,2002,10,24,6:19,118.96,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
92,0,0,2002,10,24,13:04,66,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
93,0,0,2002,10,24,13:23,62.01,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
94,0,0,2002,10,24,13:26,-66,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
95,0,0,2002,10,25,6:14,148.58,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
96,0,0,2002,10,25,20:10,73.35,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
97,0,0,2002,10,26,6:05,119.43,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
98,0,0,2002,10,26,22:13,216.47,2,-8.14E+18,La Verne,CA,91750,8043,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
99,0,0,2002,10,27,6:40,37.06,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
100,0,0,2002,10,28,6:17,156.93,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
101,0,0,2002,10,28,11:41,2.3,2,6.67E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
102,0,0,2002,10,30,6:48,35.92,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
103,0,0,2002,10,31,6:11,135.6,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
104,0,0,2002,11,1,10:59,24.67,2,-8.68E+16,La Verne,CA,91750,7230,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
105,0,0,2002,11,2,6:05,132.9,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
106,0,0,2002,11,2,19:59,12.09,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
107,0,0,2002,11,3,5:36,150.08,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
108,0,0,2002,11,3,6:05,180.58,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
109,0,0,2002,11,4,6:03,55.61,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
110,0,0,2002,11,4,13:20,75.72,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
111,0,0,2002,11,4,20:00,77.41,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
112,0,0,2002,11,7,6:50,116.86,2,1.91E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
113,0,0,2002,11,8,6:18,122.64,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
114,0,0,2002,11,8,6:35,42.01,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
115,0,0,2002,11,9,6:19,167,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
116,0,0,2002,11,9,9:44,168.53,2,7.95E+18,La Verne,CA,91750,4900,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
117,0,0,2002,11,10,9:45,107.5,2,7.95E+18,La Verne,CA,91750,4900,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
118,0,0,2002,11,10,12:39,59.52,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
119,0,0,2002,11,10,12:50,-91,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
120,0,0,2002,11,10,12:57,91,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
121,0,0,2002,11,10,13:09,-98,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
122,0,0,2002,11,10,13:12,98,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
123,0,0,2002,11,10,13:20,52.4,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
124,0,0,2002,11,11,6:10,130.48,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
125,0,0,2002,11,11,7:16,126.32,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
126,0,0,2002,11,13,20:06,63.9,2,-1.61E+18,La Verne,CA,91750,5812,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
127,0,0,2002,11,14,5:29,151.49,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
128,0,0,2002,11,14,6:25,113.32,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
129,0,0,2002,11,15,9:37,66.98,2,-3.35E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
130,0,0,2002,11,15,22:06,186.41,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
131,0,0,2002,11,16,6:28,133.55,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
132,0,0,2002,11,16,9:59,59.74,2,4.06E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
133,0,0,2002,11,17,6:14,157.96,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
134,0,0,2002,11,17,20:33,95.4,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
135,0,0,2002,11,18,6:24,99.92,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
136,0,0,2002,11,19,5:58,134.57,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
137,0,0,2002,11,19,19:42,95.76,2,-1.61E+18,La Verne,CA,91750,5812,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
138,0,0,2002,11,20,6:27,83.17,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
139,0,0,2002,11,20,7:48,54.26,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
140,0,0,2002,11,20,9:42,61.02,2,3.95E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
141,0,0,2002,11,22,6:07,131.45,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
142,0,0,2002,11,22,6:41,115.91,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
143,0,0,2002,11,22,9:31,65.92,2,3.95E+18,La Verne,CA,91750,7538,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
144,0,0,2002,11,23,6:11,38.99,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
145,0,0,2002,11,23,6:47,37.23,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
146,0,0,2002,11,23,11:18,228.92,2,3.13E+18,La Verne,CA,91750,8011,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
147,0,0,2002,11,24,5:50,141.77,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
148,0,0,2002,11,24,20:56,51.96,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
149,0,0,2002,11,25,13:04,-99,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
150,0,0,2002,11,25,13:27,69.31,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
151,0,0,2002,11,25,13:29,99,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
152,0,0,2002,11,26,6:28,126.81,2,1.91E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
153,0,0,2002,11,27,5:32,148.42,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
154,0,0,2002,11,27,6:22,138.59,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
155,0,0,2002,11,27,20:07,107.15,2,-1.61E+18,La Verne,CA,91750,5812,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
156,0,0,2002,11,28,6:14,81.43,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
157,0,0,2002,11,29,6:14,173.03,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
158,0,0,2002,11,30,6:32,24.55,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
159,0,0,2002,11,30,16:46,104.81,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
160,0,0,2002,12,1,6:22,128.63,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
161,0,0,2002,12,2,12:34,-50,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
162,0,0,2002,12,2,12:35,66.41,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
163,0,0,2002,12,2,12:54,50,2,-1.29E+18,La Verne,CA,91750,5499,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
164,0,0,2002,12,7,6:48,38.41,2,4.06E+18,La Verne,CA,91750,5411,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
165,0,0,2002,12,8,6:22,113.94,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
166,0,0,2002,12,8,6:44,47.4,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
167,0,0,2002,12,8,20:26,73.37,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
168,0,0,2002,12,9,6:08,134.26,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
169,0,0,2002,12,10,5:14,128.82,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
170,0,0,2002,12,10,6:47,51.23,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
171,0,0,2002,12,11,6:01,141.19,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
172,0,0,2002,12,12,6:49,108.9,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
173,0,0,2002,12,12,13:10,84.72,2,7.95E+18,La Verne,CA,91750,4900,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
174,0,0,2002,12,13,6:23,141.32,2,-2.45E+17,La Verne,CA,91750,5311,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
175,0,0,2002,12,13,6:42,30.8,2,-3.46E+16,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
176,0,0,2002,12,13,20:44,55.25,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
177,0,0,2002,12,15,9:36,58.1,2,7.95E+18,La Verne,CA,91750,4900,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
178,0,0,2002,12,19,6:03,119.46,2,5.82E+18,La Verne,CA,91750,5912,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
179,0,0,2002,12,21,20:22,70.17,2,-4.50E+18,La Verne,CA,91750,5814,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
180,0,0,2002,12,23,6:23,117.15,2,3.53E+18,La Verne,CA,91750,5300,0,0,0,0,0,0,0,0,0,34.1008426,-117.7678355
